Chromosome/scaffold name	Gene stable ID	Transcript stable ID	Transcript start (bp)	Transcript end (bp)	RefSeq mRNA ID	RefSeq mRNA predicted ID	RefSeq ncRNA ID
10	ENSG00000107890	ENST00000376087	27004298	27100492	NM_001256053	XM_006717423	
10	ENSG00000107890	ENST00000376087	27004298	27100492	NM_001256053	XM_017015933	
10	ENSG00000107890	ENST00000490015	27037996	27046293			
10	ENSG00000107890	ENST00000473304	27066241	27077424			
10	ENSG00000107890	ENST00000466890	27077023	27080720			
10	ENSG00000107890	ENST00000436985	27004116	27100498			
10	ENSG00000156650	ENST00000372725	74825582	75032293		XM_017016006	
10	ENSG00000156650	ENST00000372725	74825582	75032293		XM_017016008	
10	ENSG00000156650	ENST00000372725	74825582	75032293		XM_017016007	
10	ENSG00000156650	ENST00000372724	74826600	75032292	NM_001256469	XM_017016009	
10	ENSG00000156650	ENST00000287239	74826625	75032622	NM_012330	XM_005269664	
10	ENSG00000156650	ENST00000287239	74826625	75032622	NM_012330	XM_017016000	
10	ENSG00000156650	ENST00000287239	74826625	75032622	NM_012330	XM_017016004	
10	ENSG00000156650	ENST00000287239	74826625	75032622	NM_012330	XM_017016003	
10	ENSG00000156650	ENST00000287239	74826625	75032622	NM_012330	XM_017016001	
10	ENSG00000156650	ENST00000287239	74826625	75032622	NM_012330	XM_017016002	
10	ENSG00000156650	ENST00000372714	74826642	75031190			
10	ENSG00000156650	ENST00000604130	74827137	74842924			
10	ENSG00000156650	ENST00000372711	74838700	75032622	NM_001256468	XM_017016005	
10	ENSG00000156650	ENST00000490365	74976521	75026164			
10	ENSG00000077943	ENST00000378076	15513949	15720125	NM_001291494	XM_011519752	
10	ENSG00000077943	ENST00000378076	15513949	15720125	NM_003638	XM_011519752	
10	ENSG00000077943	ENST00000477064	15596513	15604270			
10	ENSG00000077943	ENST00000468882	15611510	15644145			
10	ENSG00000154473	ENST00000368865	123154277	123170467	NM_004725		
10	ENSG00000154473	ENST00000368859	123154402	123165212			
10	ENSG00000154473	ENST00000368858	123154415	123165365	NM_001007793		
10	ENSG00000154473	ENST00000407911	123154859	123162693			
10	ENSG00000154473	ENST00000481952	123162254	123163241			
10	ENSG00000134470	ENST00000435171	5948892	5960567		XM_011519475	
10	ENSG00000134470	ENST00000435171	5948892	5960567		XM_011519470	
10	ENSG00000134470	ENST00000435171	5948892	5960567		XM_011519474	
10	ENSG00000134470	ENST00000435171	5948892	5960567		XM_011519472	
10	ENSG00000134470	ENST00000435171	5948892	5960567		XM_017016200	
10	ENSG00000134470	ENST00000379977	5952371	5977590	NM_002189	XM_011519467	
10	ENSG00000134470	ENST00000534292	5952386	5978045			
10	ENSG00000134470	ENST00000532948	5952393	5978038			
10	ENSG00000134470	ENST00000379972	5952393	5978187			
10	ENSG00000134470	ENST00000528354	5952793	5977522	NM_172200		
10	ENSG00000134470	ENST00000447291	5952821	5963832			
10	ENSG00000134470	ENST00000379974	5952898	5978179			NR_046362
10	ENSG00000134470	ENST00000532039	5953045	5966339			
10	ENSG00000134470	ENST00000397250	5953051	5977522		XM_011519476	
10	ENSG00000134470	ENST00000379971	5953152	5977507		XM_011519477	
10	ENSG00000134470	ENST00000397246	5953176	5977835		XM_017016203	
10	ENSG00000134470	ENST00000397246	5953176	5977835		XM_011519469	
10	ENSG00000134470	ENST00000530685	5953260	5977492		XM_017016201	
10	ENSG00000134470	ENST00000397255	5953260	5977492		XM_017016202	
10	ENSG00000134470	ENST00000429135	5959754	5977522			
10	ENSG00000134470	ENST00000453922	5960395	5977214			
10	ENSG00000134470	ENST00000525219	5952372	5978187	NM_001243539	XM_017016197	
10	ENSG00000134470	ENST00000525219	5952372	5978187	NM_001243539	XM_017016196	
10	ENSG00000134470	ENST00000525219	5952372	5978187	NM_001243539	XM_017016198	
10	ENSG00000134470	ENST00000525219	5952372	5978187	NM_001243539	XM_017016195	
10	ENSG00000134470	ENST00000397248	5952372	5977611	NM_001256765	XM_011519465	
10	ENSG00000134470	ENST00000397248	5952372	5977611	NM_001256765	XM_011519466	
10	ENSG00000134470	ENST00000622442	5953806	5977611		XM_011519462	
10	ENSG00000134470	ENST00000620865	5958203	5977611			
10	ENSG00000134470	ENST00000620345	5943639	5977611			
10	ENSG00000134470	ENST00000397251	5950743	5977611			
10	ENSG00000107758	ENST00000360663	73436428	73496001	NM_021132		
10	ENSG00000107758	ENST00000430762	73438198	73467619			
10	ENSG00000107758	ENST00000342558	73443780	73495996	NM_001289969	XM_017016379	
10	ENSG00000107758	ENST00000342558	73443780	73495996	NM_001289968	XM_017016379	
10	ENSG00000107758	ENST00000495897	73466958	73471577			
10	ENSG00000107758	ENST00000394828	73436806	73496024	NM_001142354	XM_005269944	
10	ENSG00000107758	ENST00000394829	73436806	73496024	NM_001142353		
10	ENSG00000107521	ENST00000361490	98416198	98446910			
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322477	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322477	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322477	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322477	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001311345	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001311345	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001311345	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001311345	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322485	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322485	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322485	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322485	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_000195	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_000195	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_000195	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_000195	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322481	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322481	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322481	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322481	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322483	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322483	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322483	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322483	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322479	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322479	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322479	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322479	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322478	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322478	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322478	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322478	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322484	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322484	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322484	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322484	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322480	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322480	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322480	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322480	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322476	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322476	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322476	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322476	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322482	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322482	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322482	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322482	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322487	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322487	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322487	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322487	XM_005269757	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322489	XM_017016171	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322489	XM_017016170	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322489	XM_017016172	
10	ENSG00000107521	ENST00000325103	98416198	98446926	NM_001322489	XM_005269757	
10	ENSG00000107521	ENST00000467246	98417015	98446887			
10	ENSG00000107521	ENST00000462743	98418152	98420369			
10	ENSG00000107521	ENST00000359632	98423608	98431282			
10	ENSG00000107521	ENST00000478087	98423608	98434091			
10	ENSG00000107521	ENST00000470095	98423617	98434091			
10	ENSG00000107521	ENST00000497527	98423880	98426103			
10	ENSG00000107521	ENST00000498219	98425906	98446873			
10	ENSG00000107521	ENST00000338546	98429151	98446913	NM_001322490	XM_017016173	
10	ENSG00000107521	ENST00000338546	98429151	98446913	NM_001322492	XM_017016173	
10	ENSG00000107521	ENST00000338546	98429151	98446913	NM_001322491	XM_017016173	
10	ENSG00000107521	ENST00000338546	98429151	98446913	NM_182639	XM_017016173	
10	ENSG00000107521	ENST00000414009	98429156	98434091			
10	ENSG00000107521	ENST00000480020	98430571	98446862			
10	ENSG00000107521	ENST00000474873	98435086	98445413			
10	ENSG00000107521	ENST00000465957	98442388	98446927			
10	ENSG00000107521	ENST00000613394	98416199	98446947			
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016120	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016144	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016147	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016140	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016111	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016118	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016119	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_011539709	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016127	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_006717802	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016137	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016125	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_006717796	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016146	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016139	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016136	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016117	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016126	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016124	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016138	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016145	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016121	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016112	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016116	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016143	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016141	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016123	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016142	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016122	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016150	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_011539708	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_001320874	XM_017016110	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016120	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016144	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016147	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016140	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016111	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016118	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016119	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_011539709	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016127	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_006717802	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016137	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016125	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_006717796	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016146	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016139	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016136	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016117	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016126	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016124	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016138	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016145	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016121	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016112	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016116	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016143	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016141	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016123	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016142	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016122	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016150	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_011539708	
10	ENSG00000151150	ENST00000280772	60026298	60389730	NM_020987	XM_017016110	
10	ENSG00000151150	ENST00000373827	60028401	60733490	NM_001204403	XM_017016134	
10	ENSG00000151150	ENST00000373827	60028401	60733490	NM_001204403	XM_017016130	
10	ENSG00000151150	ENST00000373827	60028401	60733490	NM_001204403	XM_017016131	
10	ENSG00000151150	ENST00000373827	60028401	60733490	NM_001204403	XM_017016132	
10	ENSG00000151150	ENST00000373820	60028868	60082686			
10	ENSG00000151150	ENST00000502769	60029690	60056038			
10	ENSG00000151150	ENST00000355288	60029690	60141016	NM_001149		
10	ENSG00000151150	ENST00000489505	60029691	60044803			
10	ENSG00000151150	ENST00000480699	60029700	60051604			
10	ENSG00000151150	ENST00000612776	60029701	60059430			
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016128	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_005269715	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016129	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016114	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016113	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016135	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016115	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016148	
10	ENSG00000151150	ENST00000503366	60029797	60572663	NM_001204404	XM_017016133	
